,PC1,PC2,PC3,Species
0,-2.2647028088075887,0.48002659652098806,-0.12770602230015296,setosa
1,-2.080961151965768,-0.6741335566053533,-0.23460885398456835,setosa
2,-2.364229053890301,-0.3419080238846767,0.044201484838743504,setosa
3,-2.2993842170427077,-0.597394507674676,0.09129010632068188,setosa
4,-2.3898421663138447,0.6468353829020257,0.0157381956762582,setosa
5,-2.0756309481765123,1.4891775233211648,0.026968294439781187,setosa
6,-2.4440288351341524,0.04764419763001336,0.3354704011431137,setosa
7,-2.232847158872015,0.2231480726895907,-0.08869549794772694,setosa
8,-2.3346404779076213,-1.1153276754616661,0.14507686363699976,setosa
9,-2.184328174933942,-0.46901356140237627,-0.25376556730000693,setosa
10,-2.1663101007013226,1.0436906530538583,-0.2686811022161354,setosa
11,-2.3261308664426985,0.13307833523923066,0.09375924438111113,setosa
12,-2.218450898822409,-0.728676165316571,-0.23091123720660303,setosa
13,-2.633100695765228,-0.961506729170163,0.18079608440317893,setosa
14,-2.1987406032666907,1.860057113293929,-0.4729009978730778,setosa
15,-2.2622145316010216,2.686284485110589,0.03052660926551007,setosa
16,-2.2075876958245924,1.4836093631555707,-0.005344094078264777,setosa
17,-2.190349509192299,0.4888383164863264,-0.044215316478454295,setosa
18,-1.8985719958028424,1.4050187944665473,-0.37434327455765537,setosa
19,-2.343369053074993,1.1278493819084745,0.1326304667813018,setosa
20,-1.9143229960825683,0.4088557077559049,-0.42129259408735725,setosa
21,-2.2070128431947986,0.9241214267468971,0.1598652772262523,setosa
22,-2.774344702927332,0.4583436677529143,0.3321790975568657,setosa
23,-1.8186695286958494,0.08555852628736524,0.03448859579998073,setosa
24,-2.2271633057066382,0.13725445536342631,0.11799353576964575,setosa
25,-1.9518463309003762,-0.6256185877766771,-0.3056409823252084,setosa
26,-2.0511513727294153,0.24216355266166603,0.08636401082518172,setosa
27,-2.1685771746542164,0.5271495253082661,-0.2068162477703053,setosa
28,-2.1395634513013317,0.3132178101399507,-0.271150240276565,setosa
29,-2.2652614931542407,-0.3377319037604811,0.0684357762272779,setosa
30,-2.1401221356479843,-0.5045406901415188,-0.07500844174913338,setosa
31,-1.8315947706760285,0.4236950676037845,-0.2704673767029831,setosa
32,-2.6149479358589347,1.7935758561044268,0.04722841866848556,setosa
33,-2.4461773916965153,2.1507278773929217,-0.08266804506156858,setosa
34,-2.1099748753186525,-0.4602018414370379,-0.17027486147830853,setosa
35,-2.207808899078266,-0.20610739768843758,-0.22544158008975781,setosa
36,-2.0451462067542017,0.6615581114631066,-0.4845374098283179,setosa
37,-2.527331913170486,0.5922927741908083,0.01943581245422284,setosa
38,-2.429632575084546,-0.9041800403761482,0.19325466188423654,setosa
39,-2.1697107116306635,0.26887896143546974,-0.17588382054738974,setosa
40,-2.2864751433456703,0.4417153876990488,0.034894908991697046,setosa
41,-1.8581224563735712,-2.3374151575533473,-0.2042342225309654,setosa
42,-2.553638395614356,-0.47910069012231443,0.3057664526377333,setosa
43,-1.9644476837637406,0.4723266677192596,0.30960131784532713,setosa
44,-2.137059005811623,1.142229262039407,0.2484335611210464,setosa
45,-2.06974429959183,-0.7110527253858943,-0.06392982556320599,setosa
46,-2.3847331657782624,1.1204297019845346,0.05721785808911459,setosa
47,-2.394376314219633,-0.3862468725891577,0.13946790456791888,setosa
48,-2.2294465479426746,0.9979597643079788,-0.18149277961647162,setosa
49,-2.2038334355191305,0.009216357521275418,-0.15302949045398676,setosa
50,1.101781183052947,0.8629724182621571,-0.6845861626897375,versicolor
51,0.7313374253960868,0.5946147256694232,-0.0941217155290826,versicolor
52,1.24097931951583,0.6162976544374967,-0.5540068353861011,versicolor
53,0.40748305881738467,-1.7544039893234102,-0.02310176781380196,versicolor
54,1.0754747006090775,-0.2084210460509665,-0.39825552250622726,versicolor
55,0.38868733653566456,-0.5932836359900757,0.1241915495181701,versicolor
56,0.7465297413291602,0.773019312098595,0.14896940252805094,versicolor
57,-0.4873227421256398,-1.8524290868575737,0.2492652657892493,versicolor
58,0.9279016383549444,0.03222607789115264,-0.5961693613725391,versicolor
59,0.011426188736980045,-1.034018275129441,0.5388993901843678,versicolor
60,-0.11019628000062917,-2.654072818536563,-0.04679044405838356,versicolor
61,0.44069344898307783,-0.06329518843800243,0.20507381532720267,versicolor
62,0.5621083064431782,-1.7647243806169448,-0.7657713936539622,versicolor
63,0.719561888675496,-0.18622460583150668,-0.0686589454230127,versicolor
64,-0.03335470317877266,-0.4390032099816254,0.19493289332897862,versicolor
65,0.8754071908577369,0.5090639567734071,-0.5035113816560307,versicolor
66,0.35025166799508245,-0.19631173455144488,0.49087307451472756,versicolor
67,0.15881004754797085,-0.7920957424327218,-0.3020371744413827,versicolor
68,1.2250936335624307,-1.6222438030915016,-0.4823040240972383,versicolor
69,0.16491789938632687,-1.3026092302957728,-0.17283780843287697,versicolor
70,0.7376826487712578,0.39657156196023763,0.6165263063228641,versicolor
71,0.4762871909409707,-0.41732028121355175,-0.26495222652804,versicolor
72,1.2341780976571484,-0.9333257287992789,-0.36841227204861055,versicolor
73,0.6328581997098213,-0.4163877208891002,-0.2918962524431581,versicolor
74,0.7026611831361815,-0.06341181972480117,-0.4460270075617476,versicolor
75,0.8742736538812895,0.2507933929006107,-0.47257895443311526,versicolor
76,1.2565091165418827,-0.07725601969587012,-0.7271550018678926,versicolor
77,1.3584051214406312,0.3313116817908967,-0.2608265767906143,versicolor
78,0.6648003672253943,-0.2259278546948445,0.0858638887393259,versicolor
