,PC1,PC2
0,-2.2647028088075887,0.48002659652098806
1,-2.080961151965768,-0.6741335566053533
2,-2.364229053890301,-0.3419080238846767
3,-2.2993842170427077,-0.597394507674676
4,-2.3898421663138447,0.6468353829020257
5,-2.0756309481765123,1.4891775233211648
6,-2.4440288351341524,0.04764419763001336
7,-2.232847158872015,0.2231480726895907
8,-2.3346404779076213,-1.1153276754616661
9,-2.184328174933942,-0.46901356140237627
10,-2.1663101007013226,1.0436906530538583
11,-2.3261308664426985,0.13307833523923066
12,-2.218450898822409,-0.728676165316571
13,-2.633100695765228,-0.961506729170163
14,-2.1987406032666907,1.860057113293929
15,-2.2622145316010216,2.686284485110589
16,-2.2075876958245924,1.4836093631555707
17,-2.190349509192299,0.4888383164863264
18,-1.8985719958028424,1.4050187944665473
19,-2.343369053074993,1.1278493819084745
20,-1.9143229960825683,0.4088557077559049
21,-2.2070128431947986,0.9241214267468971
22,-2.774344702927332,0.4583436677529143
23,-1.8186695286958494,0.08555852628736524
24,-2.2271633057066382,0.13725445536342631
25,-1.9518463309003762,-0.6256185877766771
26,-2.0511513727294153,0.24216355266166603
27,-2.1685771746542164,0.5271495253082661
28,-2.1395634513013317,0.3132178101399507
29,-2.2652614931542407,-0.3377319037604811
30,-2.1401221356479843,-0.5045406901415188
31,-1.8315947706760285,0.4236950676037845
32,-2.6149479358589347,1.7935758561044268
33,-2.4461773916965153,2.1507278773929217
34,-2.1099748753186525,-0.4602018414370379
35,-2.207808899078266,-0.20610739768843758
36,-2.0451462067542017,0.6615581114631066
37,-2.527331913170486,0.5922927741908083
38,-2.429632575084546,-0.9041800403761482
39,-2.1697107116306635,0.26887896143546974
40,-2.2864751433456703,0.4417153876990488
41,-1.8581224563735712,-2.3374151575533473
42,-2.553638395614356,-0.47910069012231443
43,-1.9644476837637406,0.4723266677192596
44,-2.137059005811623,1.142229262039407
45,-2.06974429959183,-0.7110527253858943
46,-2.3847331657782624,1.1204297019845346
47,-2.394376314219633,-0.3862468725891577
48,-2.2294465479426746,0.9979597643079788
49,-2.2038334355191305,0.009216357521275418
50,1.101781183052947,0.8629724182621571
51,0.7313374253960868,0.5946147256694232
52,1.24097931951583,0.6162976544374967
53,0.40748305881738467,-1.7544039893234102
54,1.0754747006090775,-0.2084210460509665
55,0.38868733653566456,-0.5932836359900757
56,0.7465297413291602,0.773019312098595
57,-0.4873227421256398,-1.8524290868575737
58,0.9279016383549444,0.03222607789115264
59,0.011426188736980045,-1.034018275129441
60,-0.11019628000062917,-2.654072818536563
61,0.44069344898307783,-0.06329518843800243
62,0.5621083064431782,-1.7647243806169448
63,0.719561888675496,-0.18622460583150668
64,-0.03335470317877266,-0.4390032099816254
65,0.8754071908577369,0.5090639567734071
66,0.35025166799508245,-0.19631173455144488
67,0.15881004754797085,-0.7920957424327218
68,1.2250936335624307,-1.6222438030915016
69,0.16491789938632687,-1.3026092302957728
70,0.7376826487712578,0.39657156196023763
71,0.4762871909409707,-0.41732028121355175
72,1.2341780976571484,-0.9333257287992789
73,0.6328581997098213,-0.4163877208891002
74,0.7026611831361815,-0.06341181972480117
75,0.8742736538812895,0.2507933929006107
76,1.2565091165418827,-0.07725601969587012
77,1.3584051214406312,0.3313116817908967
78,0.6648003672253943,-0.2259278546948445
79,-0.040258610900595966,-1.058718546553909
80,0.13079517549786018,-1.5622718342099675
81,0.023452688970550407,-1.5724755942167044
82,0.24153827295451039,-0.7772563825848422
83,1.0610946088426136,-0.6338432447349475
84,0.22397877351237955,-0.28777351204320306
85,0.42913911551616024,0.845582240905077
86,1.0487280512090869,0.5220517968629411
87,1.0445313843962782,-1.3829887191907821
88,0.06958832111642257,-0.21950333464771582
89,0.28347723828757504,-1.3293246390695765
90,0.27907777605546064,-1.120028523742404
91,0.624569791498571,0.024923029254011585
92,0.3365303701314353,-0.9884040176703605
93,-0.3621833846193835,-2.019237873238611
94,0.2885862388231569,-0.8557303199870667
95,0.09136065565450494,-0.18119212582577612
96,0.2277168655346996,-0.3849200809873546
97,0.576388288653478,-0.15487359721655974
98,-0.44766701902861195,-1.543792034397756
99,0.25673058888758427,-0.59885179615567
100,1.8445688677230285,0.8704213123248213
101,1.1578816132057794,-0.698869862330691
102,2.205266791075377,0.562010477008354
103,1.440150663827539,-0.04698758810580765
104,1.867812220330537,0.29504482445701835
105,2.7518733356662755,0.80040920102754
106,0.3670176878607244,-1.5615028914765057
107,2.3024394446251963,0.4200655796427748
108,2.006686467676605,-0.7114386535471596
109,2.2597773490124995,1.9210103764598838
110,1.3641754921860072,0.6927564544903853
111,1.60267867047793,-0.4217004497726181
112,1.8839007017032419,0.419249650605122
113,1.2601150991975074,-1.162260421406464
114,1.4676452010173238,-0.4422715873770834
115,1.5900773176145653,0.6762448057233185
116,1.4714314611333175,0.25562182447146925
117,2.4263289873157,2.5566612507954893
118,3.310695583933887,0.017780949320625686
119,1.2637666736398274,-1.7067453803762676
120,2.0377163014694037,0.9104674096183089
121,0.9779807342494213,-0.5717643248129924
122,2.8976514907341677,0.4136410595956461
123,1.3332321759732082,-0.4818112186494302
124,1.7007338974912165,1.0139218673227894
125,1.95432670585307,1.0077775961534503
126,1.175103631554932,-0.31639447230979195
127,1.0209505506957905,0.06434602923956075
128,1.788349920179665,-0.18736121459082983
129,1.8636475533282602,0.5622907258861432
130,2.435953727922702,0.2592844331442787
131,2.3049277218317634,2.6263234682323753
132,1.8627032197949551,-0.17854949462549144
133,1.1141477406864742,-0.2929226233357323
134,1.2024733016783904,-0.8113152708396691
135,2.798770447578107,0.8568033294971035
136,1.5762559101947538,1.0685811073208058
137,1.3462921036270614,0.42243061085250694
138,0.9248249165424188,0.017223100452283095
139,1.8520450517676692,0.6761281744365197
140,2.014810429954875,0.6138856369235733
141,1.9017840902621883,0.6895754942430007
142,1.1578816132057794,-0.698869862330691
143,2.040558228052092,0.8675206009552265
144,1.9981470959523757,1.0491687471841429
145,1.8705032929564098,0.386966081665724
146,1.5645804830303276,-0.8966868088965269
147,1.521170499627837,0.2690691442779503
148,1.3727877895140725,1.011254418526791
149,0.9606560300371275,-0.024331668169400338
